Year,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling,Status_Developing
2001,56.0,429.0,52,7.38,365.2585722,72.0,1166,4.9,76,71.0,8.31,71.0,24.0,2681.781,45312937.0,15.4,18.1,0.629,13.0,True
2009,62.5,251.0,16,5.85,41.30079452,92.0,0,43.0,21,65.0,6.68,65.0,2.0,668.297646,985287.0,4.1,4.1,0.466,8.5,True
2010,81.0,76.0,2,11.2,7584.078579,88.0,780,59.9,3,94.0,11.25,95.0,0.1,41785.55691,8177693.0,1.1,1.1,0.907,16.7,False
2013,73.3,144.0,0,8.25,780.4459281,97.0,0,46.5,0,98.0,6.15,97.0,0.1,7955.615985,1391756.5,3.8,3.8,0.746,15.8,True
2012,75.6,13.0,29,4.12,0.0,97.0,578,15.3,36,97.0,6.96,97.0,0.1,1764.97387,1391756.5,14.4,15.0,0.662,12.2,True
2001,55.0,34.0,60,0.51,4.395885717,92.0,4464,16.1,110,56.0,6.39,49.0,2.4,36.8473237,11293258.0,1.8,1.7,0.297,4.6,True
2003,67.5,18.0,0,3.15,0.0,89.0,0,62.8,0,88.0,9.69,92.0,0.1,1764.97387,1391756.5,0.2,0.2,0.612,10.4,True
2001,73.4,125.0,0,7.38,138.1664627,18.0,0,43.8,0,93.0,5.47,84.0,0.7,11513.87189,1391756.5,4.2,4.2,0.75,14.0,True
2001,73.4,158.0,9,4.13,14.5887403,69.0,2,44.3,10,9.0,3.86,89.0,0.3,193.741571,12852755.0,1.6,1.5,0.67,12.4,True
2009,69.0,279.0,1,0.49,177.2671607,89.0,48,31.7,2,89.0,8.37,89.0,3.2,1253.657431,83684.0,5.7,5.6,0.436,5.3,True
2008,55.3,473.0,50,8.19,780.0336423,76.0,39,45.7,75,77.0,7.75,79.0,23.5,5786.59972,49557573.3,8.9,1.7,0.616,12.9,True
2002,54.7,351.0,15,1.0,1.995182912,92.0,363,17.5,22,58.0,4.7,59.0,5.3,28.832123,5251472.0,9.0,8.9,0.428,9.7,True
2015,82.8,59.0,1,3.77,0.0,93.0,74,66.6,1,93.0,5.75,93.0,0.1,56554.3876,23789338.0,0.6,0.6,0.937,20.4,False
2015,66.7,188.0,19,3.77,0.0,89.0,58,24.3,26,85.0,5.75,89.0,0.3,98.7256145,14976994.0,9.5,9.3,0.491,9.5,True
2003,51.6,332.0,49,4.58,41.60951275,92.0,2946,13.3,92,83.0,5.61,79.0,2.9,332.344351,12654621.0,1.7,1.3,0.0,3.8,True
2012,83.0,78.0,0,10.08,664.4738975,98.0,109,62.6,1,99.0,1.54,99.0,0.1,4474.5717,11128246.0,0.9,0.9,0.886,16.2,False
2005,48.6,46.0,45,0.42,8.936064632,92.0,2,15.4,79,37.0,3.91,25.0,5.2,66.2421396,1679.0,1.5,1.4,0.306,5.6,True
2011,76.1,124.0,34,5.3,1117.196097,98.0,3,6.8,39,97.0,6.4,97.0,0.1,9834.472689,119917.0,1.6,1.6,0.745,12.6,True
2014,62.1,253.0,37,0.01,97.67794571,98.0,124,28.0,54,93.0,3.56,98.0,0.8,1432.227943,26962563.0,6.4,6.3,0.576,11.7,True
2011,57.9,278.0,239,1.82,0.0,74.0,133802,19.6,319,77.0,3.53,74.0,1.6,1764.97387,1391756.5,1.2,1.0,0.677,12.3,True
2001,51.8,34.0,227,1.9,0.0,92.0,8072,15.3,332,3.0,2.67,3.0,2.4,1764.97387,1391756.5,12.2,12.1,0.677,12.3,True
2000,72.6,136.0,10,1.41,81.7274712,79.0,146,43.9,12,86.0,4.92,84.0,0.1,1177.629268,1641848.0,6.8,6.6,0.588,10.0,True
2012,62.5,29.0,8,0.01,62.48419552,8.0,35,28.8,12,8.0,3.36,8.0,1.2,1364.283745,383239.0,8.3,8.1,0.491,7.8,True
2002,56.6,298.0,3,2.08,0.0,92.0,32,19.1,6,86.0,3.75,87.0,2.5,1764.97387,1391756.5,9.8,9.8,0.392,7.0,True
2010,78.7,15.0,25,8.55,0.0,92.0,63,66.9,30,93.0,17.2,95.0,0.1,1764.97387,1391756.5,0.7,0.6,0.677,12.3,False
2013,65.4,226.0,36,0.04,0.0,73.0,400,39.6,46,67.0,5.78,73.0,0.1,1764.97387,1391756.5,13.7,13.5,0.498,9.0,True
2008,79.9,77.0,0,9.51,3682.88717,95.0,1,62.4,0,99.0,9.76,99.0,0.1,31997.2821,1177841.0,0.8,0.7,0.853,15.9,True
2005,65.0,327.0,18,11.57,625.5081805,97.0,454,55.3,20,98.0,5.21,98.0,0.3,5323.473877,143518523.0,2.4,2.7,0.748,13.7,True
2008,56.2,376.0,92,3.44,0.0,86.0,3413,19.6,138,89.0,4.21,86.0,7.4,1764.97387,1391756.5,7.3,7.3,0.677,12.3,True
2011,74.9,17.0,0,1.16,0.0,96.0,701,57.9,0,97.0,6.61,96.0,0.1,1764.97387,1391756.5,2.2,2.3,0.735,12.9,True
2013,81.4,6.0,1,8.68,1475.030397,51.0,2632,61.0,1,97.0,11.4,97.0,0.1,51574.48942,1684432.0,1.0,0.9,0.922,18.1,False
2010,69.8,212.0,5,8.39,375.6835376,48.0,39,58.5,6,57.0,7.81,52.0,0.2,2965.142365,45877.0,2.4,2.5,0.728,14.9,True
2007,73.5,12.0,0,1.75,0.0,96.0,1,55.9,0,96.0,6.9,95.0,0.1,1764.97387,1391756.5,2.4,2.5,0.709,12.2,True
2015,65.7,256.0,2,3.77,0.0,95.0,0,37.9,2,96.0,5.75,95.0,2.2,6532.651,229197.0,6.4,6.1,0.698,12.6,True
2012,75.0,93.0,1,1.53,151.1526829,81.0,9,64.4,1,75.0,6.99,81.0,0.1,8787.94668,491644.0,4.8,4.8,0.763,13.3,True
2010,69.0,157.0,8,3.12,0.0,93.0,0,3.3,10,99.0,5.75,93.0,0.1,1764.97387,1391756.5,5.2,5.2,0.677,12.3,True
2004,59.7,247.0,24,0.35,66.02236299,54.0,31,19.1,42,87.0,5.68,87.0,0.7,733.581811,1955944.0,11.6,11.5,0.408,6.2,True
2013,66.1,232.0,3,0.01,760.6550553,89.0,1028,34.1,3,89.0,8.53,89.0,2.5,5488.131712,231652.0,9.0,8.9,0.625,11.6,True
2014,74.8,135.0,2,0.01,1.576409172,94.0,59,59.9,2,94.0,5.57,94.0,0.1,12.27733,1998979.0,2.6,2.8,0.797,14.7,False
2004,74.7,13.0,11,7.63,719.3663797,81.0,0,56.3,12,91.0,6.84,98.0,0.1,4251.574348,38728696.0,1.1,1.0,0.775,16.3,True
2012,75.4,89.0,201,5.74,94.4344566,99.0,6183,3.0,233,99.0,5.26,99.0,0.1,6337.882993,135695.0,3.9,3.3,0.703,12.4,True
2012,69.1,214.0,6,6.82,235.3566066,95.0,55,5.6,7,98.0,4.32,99.0,0.1,12387.18982,16791425.0,2.4,2.5,0.774,14.7,True
2013,51.1,355.0,69,8.1,35.95857279,77.0,8523,22.1,105,67.0,4.26,77.0,2.3,484.616884,2599834.0,8.6,8.5,0.523,11.4,True
2001,74.7,9.0,0,1.95,1150.418063,99.0,5,54.8,0,99.0,3.8,99.0,0.1,12868.211,1391756.5,6.2,6.0,0.794,13.3,True
2011,73.1,16.0,6,5.91,843.7876995,8.0,2,54.7,7,84.0,4.22,84.0,0.7,5759.643,12795.0,3.3,3.2,0.703,13.0,True
2011,74.5,141.0,3,3.03,20.83302367,99.0,60,2.5,4,99.0,3.28,99.0,0.1,322.992615,2271.0,15.3,15.3,0.746,13.6,True
2010,73.3,163.0,0,2.95,0.108055973,99.0,12,3.7,0,99.0,5.29,99.0,0.2,8.376432,1254.0,7.2,7.2,0.74,14.0,True
2006,76.2,125.0,1,5.72,631.1251711,88.0,0,51.1,2,98.0,7.0,88.0,0.1,5348.518399,339195.0,2.1,2.0,0.744,12.9,True
2003,78.7,8.0,1,9.56,4472.6114,92.0,4,54.2,1,98.0,8.46,98.0,0.1,35245.1647,1622532.0,1.1,1.0,0.881,16.5,False
2005,64.0,37.0,11,0.84,12.05551997,63.0,1222,41.1,15,61.0,6.42,72.0,1.5,77.5773486,631479.0,1.4,1.4,0.446,7.9,True
2000,77.8,98.0,0,13.14,8246.130437,77.0,0,54.0,0,99.0,7.48,99.0,0.1,48735.99549,4363.0,1.0,1.0,0.848,13.5,False
2002,67.9,221.0,0,4.41,250.7112373,92.0,0,49.0,0,74.0,7.14,73.0,1.6,2232.513244,48344.0,3.5,3.5,0.0,11.0,True
2012,68.9,167.0,20,0.26,80.58788376,9.0,3362,17.4,25,9.0,5.89,9.0,0.2,681.7925868,27649925.0,16.3,16.7,0.538,12.3,True
2011,74.3,139.0,2,9.1,10.32588862,96.0,4189,57.7,2,89.0,5.53,89.0,0.1,92.277825,2147528.0,2.9,3.1,0.798,15.7,False
2015,59.8,258.0,236,3.77,0.0,81.0,5020,21.6,308,78.0,5.75,81.0,1.1,1764.97387,1391756.5,9.5,9.3,0.677,12.3,True
2014,63.0,26.0,8,0.01,80.92679802,84.0,14,3.1,12,84.0,3.77,84.0,0.9,1326.66882,46392.0,8.0,7.7,0.509,8.5,True
2009,54.8,373.0,54,5.89,9.042540892,8.0,251,25.4,85,79.0,5.7,8.0,6.3,123.19538,19432541.0,6.3,6.3,0.473,9.2,True
2010,75.0,138.0,1,3.55,396.6270975,94.0,0,5.5,1,94.0,5.3,94.0,0.5,4682.728424,281721.0,1.8,1.7,0.721,12.7,True
2007,89.0,72.0,2,11.05,510.9327012,96.0,267,61.7,2,96.0,8.36,96.0,0.1,3279.414,4522683.0,0.6,0.5,0.849,16.0,False
2005,77.5,14.0,0,11.14,2503.714258,92.0,0,54.1,0,95.0,8.5,95.0,0.1,18169.1891,2474.0,1.9,2.0,0.853,16.3,False
2004,79.2,77.0,1,9.56,5170.130703,92.0,11,55.0,1,98.0,8.52,98.0,0.1,39954.64222,16281779.0,1.0,1.0,0.885,16.5,False
2000,72.6,171.0,1,3.46,24.82762854,92.0,0,41.6,1,95.0,5.81,93.0,2.2,336.8742,2656864.0,2.0,1.9,0.682,11.4,True
2002,63.2,187.0,371,0.01,22.39387584,92.0,3903,17.4,474,71.0,2.76,68.0,0.1,499.8633,144654143.0,21.8,22.2,0.457,5.5,True
2010,72.5,162.0,0,7.0,0.0,99.0,0,49.3,0,99.0,4.71,99.0,0.1,1764.97387,1391756.5,3.5,3.5,0.711,13.3,True
2000,47.1,45.0,576,9.23,22.48177606,92.0,212183,16.9,943,31.0,2.84,29.0,4.9,379.1193264,1223529.0,14.3,14.4,0.0,7.6,True
2008,72.1,162.0,0,8.92,754.9597129,99.0,0,42.4,0,99.0,5.76,99.0,0.1,7946.944346,1391756.5,3.8,3.9,0.0,15.4,True
2004,48.5,45.0,44,0.34,72.38451279,92.0,10324,15.1,78,31.0,5.72,21.0,5.2,454.6765879,97143.0,1.7,1.6,0.301,5.6,True
2010,58.4,362.0,79,10.03,116.202964,8.0,1313,16.3,119,79.0,11.2,8.0,8.0,594.9972557,33915133.0,6.0,6.0,0.473,10.9,True
2015,61.8,279.0,85,3.77,0.0,98.0,30,23.8,119,96.0,5.75,98.0,1.4,1764.97387,1391756.5,6.7,6.5,0.677,12.3,True
2014,57.8,272.0,52,0.01,46.56231672,73.0,290,23.2,85,74.0,6.86,73.0,1.6,825.5729915,16962846.0,7.9,7.7,0.43,8.2,True
2010,73.7,14.0,10,4.72,69.43934508,93.0,0,52.2,12,92.0,5.3,93.0,0.2,522.493191,29373646.0,1.1,1.1,0.708,13.3,True
2015,68.8,222.0,1,3.77,0.0,99.0,20359,52.7,1,99.0,5.75,99.0,0.1,3944.1839,2976877.0,2.2,2.3,0.733,14.8,True
2007,56.9,436.0,2,6.21,512.5887995,93.0,1,33.7,3,96.0,4.71,96.0,13.4,5714.47937,1914414.0,9.2,9.0,0.63,12.1,True
2008,74.0,132.0,1,9.54,96.33237912,93.0,2,55.8,1,95.0,1.5,95.0,0.1,671.773913,735222.0,2.3,2.4,0.749,13.5,True
2012,74.9,129.0,9,5.14,885.9858185,95.0,0,53.6,11,94.0,5.18,95.0,0.1,6387.785281,3158966.0,1.1,1.1,0.725,13.4,True
2006,72.9,141.0,1,4.01,244.5352767,78.0,137,49.2,1,87.0,4.58,87.0,0.1,2158.299,29585.0,2.0,2.1,0.692,11.2,True
2007,79.5,75.0,0,13.59,9797.552661,92.0,64,56.6,0,92.0,7.57,92.0,0.1,61388.17457,4398942.0,0.3,0.2,0.902,17.6,False
2008,67.6,217.0,4,2.53,0.0,97.0,16,39.5,4,95.0,6.7,95.0,0.2,1764.97387,1391756.5,3.3,3.4,0.624,12.6,True
2015,53.3,397.0,57,3.77,0.0,83.0,65,28.0,79,81.0,5.75,83.0,1.9,1764.97387,1391756.5,5.5,5.5,0.677,12.3,True
2011,56.2,344.0,3,10.99,1493.051277,92.0,0,22.6,4,39.0,3.29,41.0,7.7,21451.88617,99429.0,8.9,8.8,0.58,9.2,True
2011,71.6,125.0,5,1.98,263.142699,84.0,0,48.8,6,91.0,5.1,87.0,0.1,7189.691229,917382.0,2.8,2.9,0.741,11.7,True
2015,77.4,88.0,0,3.77,0.0,82.0,1677,55.8,0,74.0,5.75,82.0,0.1,4574.9787,3535961.0,2.3,2.3,0.747,14.2,True
2006,56.8,284.0,25,1.19,75.91429496,74.0,176,21.0,39,76.0,4.75,74.0,2.0,625.8392,8216896.0,8.5,8.4,0.434,8.7,True
2006,76.2,117.0,1,6.58,1712.225506,95.0,0,58.9,1,95.0,11.17,95.0,0.1,5877.87678,333143.0,1.6,1.6,0.756,15.2,True
2008,81.0,75.0,0,9.49,6761.288966,9.0,0,63.8,0,89.0,1.7,89.0,0.1,31287.77865,1391756.5,0.3,0.3,0.894,19.5,False
2007,52.1,425.0,74,1.03,53.9502789,75.0,267,19.3,108,75.0,5.25,75.0,14.1,422.1461573,22188387.0,3.8,3.7,0.36,8.2,True
2015,75.0,142.0,42,3.77,0.0,96.0,214,56.1,47,98.0,5.75,96.0,0.1,8757.2622,2596218.0,2.7,2.6,0.754,15.2,True
2006,68.5,165.0,10,3.28,0.0,96.0,0,28.2,12,98.0,5.75,89.0,0.1,1764.97387,1391756.5,5.6,5.6,0.677,12.3,True
2015,71.2,17.0,0,3.77,0.0,9.0,0,47.1,0,88.0,5.75,96.0,0.3,17321.83373,13692.0,5.7,5.9,0.779,12.7,True
2010,70.0,173.0,54,0.22,0.0,97.0,16,57.0,64,97.0,4.8,97.0,0.1,1764.97387,1391756.5,3.0,2.9,0.665,12.2,True
2012,76.0,14.0,1,0.51,1055.835493,98.0,13,52.3,1,99.0,2.52,98.0,0.1,22134.916,1391756.5,7.0,6.8,0.797,13.7,True
2015,74.5,137.0,0,3.77,0.0,92.0,0,65.7,1,91.0,5.75,91.0,0.1,6993.47736,7177991.0,1.9,1.8,0.792,15.0,False
2014,72.0,199.0,0,13.94,1147.1114,97.0,64,61.7,0,97.0,5.69,97.0,0.1,8318.429294,9474511.0,1.9,2.0,0.796,15.7,True
2001,74.7,19.0,0,0.47,1078.66244,99.0,11,27.0,0,99.0,3.6,97.0,0.1,16468.12886,1391756.5,6.8,6.2,0.819,13.4,True
2006,56.7,32.0,11,4.05,15.79934152,92.0,20,22.4,15,66.0,1.9,6.0,3.0,178.92799,3375838.0,8.1,8.1,0.377,10.0,True
2014,74.1,96.0,18,0.43,198.7343495,99.0,10,57.5,21,99.0,5.91,99.0,0.1,3154.513484,3431882.0,6.4,6.2,0.64,12.1,True
2010,51.5,417.0,60,3.15,0.0,85.0,441,25.0,84,81.0,6.32,85.0,3.3,1764.97387,1391756.5,6.3,6.2,0.677,12.3,True
2002,73.7,149.0,5,1.62,59.63595674,92.0,139,15.1,5,98.0,3.89,98.0,0.1,873.1472436,18939.0,15.4,15.6,0.699,12.6,True
2011,51.0,361.0,75,8.06,239.8913921,72.0,1449,21.0,115,73.0,3.38,71.0,2.5,4299.12889,24218565.0,8.9,8.8,0.495,9.4,True
2011,73.3,14.0,19,0.54,22.0945504,98.0,982,54.6,22,98.0,5.99,99.0,0.1,339.91616,32858823.0,6.3,6.2,0.612,11.2,True
2015,76.1,147.0,0,3.77,0.0,95.0,0,64.5,0,95.0,5.75,95.0,0.1,1764.97387,1391756.5,2.5,2.5,0.79,12.6,True
2009,54.3,369.0,27,3.77,0.0,92.0,0,43.349999999999994,42,93.0,5.75,93.0,4.2,1264.78998,967667.0,3.3,3.4,0.0,0.0,True
2004,73.0,134.0,1,7.42,462.7076756,89.0,11,53.3,1,96.0,8.24,88.0,0.1,3331.228766,7463157.0,2.6,2.6,0.72,13.1,True
2015,76.4,13.0,0,3.77,0.0,99.0,0,47.7,0,86.0,5.75,99.0,0.2,13566.9541,1391756.5,3.3,3.3,0.784,13.9,True
2015,58.9,275.0,4,3.77,0.0,87.0,153,26.3,6,87.0,5.75,87.0,3.2,596.8717189,177526.0,7.1,7.0,0.421,9.2,True
2004,78.7,92.0,0,12.42,12372.05188,94.0,0,56.4,0,99.0,8.2,99.0,0.1,75716.3518,45895.0,1.0,0.9,0.867,13.5,False
2006,81.1,61.0,0,7.2,1003.139804,92.0,0,57.4,0,97.0,8.96,97.0,0.1,5613.54115,33782.0,0.9,0.9,0.884,18.1,False
2015,73.2,156.0,0,3.77,0.0,98.0,0,54.1,0,97.0,5.75,98.0,0.1,1764.97387,1391756.5,3.5,3.4,0.72,13.3,True
2006,74.2,171.0,0,11.07,0.0,96.0,0,58.7,0,94.0,6.93,95.0,0.1,1764.97387,1391756.5,2.5,2.5,0.788,12.4,True
2001,78.6,92.0,0,12.4,3582.848308,44.0,0,5.6,0,83.0,1.12,84.0,0.1,24489.73553,842293.0,1.7,1.9,0.837,15.5,False
2009,76.0,84.0,1,1.73,292.4022672,93.0,0,55.1,1,94.0,4.5,93.0,0.1,3372.57517,1391756.5,5.1,4.9,0.831,13.2,True
2015,65.7,224.0,37,3.77,0.0,69.0,468,41.3,47,63.0,5.75,69.0,0.1,1764.97387,1391756.5,13.6,13.4,0.499,9.0,True
2003,67.2,183.0,25,1.54,28.52135777,99.0,85,36.4,30,99.0,5.17,98.0,0.3,396.129969,2556765.0,3.3,3.3,0.607,11.3,True
2002,59.3,265.0,13,3.33,0.0,92.0,2070,13.3,18,55.0,4.4,53.0,0.1,1764.97387,1391756.5,1.3,1.4,0.468,8.0,True
2004,73.7,13.0,1,2.1,618.3614858,75.0,213,6.2,1,74.0,8.91,75.0,0.1,5424.22356,3863267.0,4.7,4.6,0.0,14.2,True
2010,68.3,188.0,0,1.1,29.5207994,9.0,0,46.4,0,94.0,7.47,9.0,0.1,1272.44825,52779.0,1.2,1.2,0.492,9.3,True
2007,72.9,161.0,0,3.24,582.5143743,97.0,13,29.1,0,96.0,4.24,97.0,0.1,6574.654338,123963.0,7.5,7.4,0.72,13.5,True
2007,72.2,185.0,0,8.12,916.4741775,99.0,1,31.2,0,99.0,3.3,99.0,0.1,12154.82994,8533.0,5.9,6.3,0.733,13.1,True
2006,72.2,185.0,0,8.12,102.373909,99.0,10,3.7,0,99.0,3.73,99.0,0.1,1214.39987,846.0,5.9,6.3,0.728,13.1,True
2015,61.1,262.0,3,3.77,0.0,97.0,71,27.3,5,96.0,5.75,97.0,1.7,1764.97387,1391756.5,7.3,7.2,0.45,8.9,True
2000,78.1,84.0,1,10.06,2944.640134,92.0,1019,51.8,1,97.0,7.42,97.0,0.1,25921.12794,15925513.0,1.1,1.1,0.873,16.5,False
2004,67.4,267.0,5,6.79,180.3537859,98.0,146,56.1,6,99.0,6.61,99.0,1.0,1367.352433,474516.0,2.7,2.8,0.7,14.6,True
2013,81.5,62.0,0,6.21,234.782883,92.0,8,6.3,0,94.0,9.39,94.0,0.1,1291.435,579623.0,0.8,0.7,0.942,17.5,False
2007,69.8,226.0,1,14.22,464.077513,91.0,1,57.7,1,9.0,6.44,95.0,0.1,4735.484827,956953.0,2.2,2.3,0.739,14.9,True
2001,77.0,12.0,0,11.56,530.4832336,92.0,11,52.8,0,97.0,9.1,97.0,0.1,3751.64946,5358783.0,1.3,1.0,0.862,16.2,False
2010,82.0,77.0,3,10.88,0.0,92.0,443,63.6,4,94.0,9.51,94.0,0.1,1764.97387,1391756.5,0.8,0.5,0.677,12.3,False
2011,75.0,93.0,1,1.57,835.0626827,81.0,9,64.0,1,75.0,7.12,81.0,0.1,8734.9653,4588368.0,4.7,4.7,0.758,13.2,True
2001,49.5,48.0,90,2.09,37.82511936,25.0,7085,16.9,132,72.0,5.64,73.0,13.4,256.4414872,18588758.0,4.1,4.0,0.298,5.8,True
2011,77.0,177.0,1,9.45,0.0,96.0,0,5.9,1,96.0,1.61,93.0,0.1,1764.97387,1391756.5,2.8,3.0,0.677,12.3,True
2011,63.8,241.0,31,0.97,78.79967196,73.0,0,18.5,43,73.0,4.24,73.0,0.4,454.963464,21743949.0,7.5,7.4,0.504,10.2,True
2000,67.0,185.0,0,2.23,0.0,87.0,0,61.5,0,85.0,7.88,85.0,0.1,1764.97387,1391756.5,0.3,0.3,0.0,0.0,True
2008,81.4,64.0,0,1.7,3404.13099,97.0,18,31.2,0,97.0,3.91,97.0,0.1,39721.4818,1391756.5,2.1,2.1,0.88,14.2,False
2005,73.1,11.0,9,0.05,1117.048134,97.0,373,6.2,10,96.0,3.42,96.0,0.1,13739.82945,1391756.5,7.2,7.3,0.761,12.4,True
2004,68.4,165.0,11,3.13,0.0,98.0,0,27.2,14,99.0,5.75,72.0,0.1,1764.97387,1391756.5,5.7,5.7,0.677,12.3,True
2010,73.8,154.0,54,7.52,1111.191325,96.0,68,52.0,61,99.0,8.27,99.0,0.1,11224.1548,196796269.0,2.9,2.9,0.716,13.8,True
2011,76.1,138.0,0,0.01,2146.945741,94.0,7,58.0,0,93.0,5.83,93.0,0.1,17454.84342,1327439.0,1.9,2.0,0.838,16.4,True
2006,72.3,161.0,3,5.61,26.18072382,92.0,0,43.5,4,98.0,6.43,98.0,0.2,189.71539,5882796.0,2.2,2.2,0.648,12.1,True
2013,67.0,325.0,71,0.01,90.76144414,78.0,7878,17.6,103,82.0,7.47,78.0,4.0,662.492293,37553726.0,5.7,5.7,0.478,10.0,True
2002,58.4,252.0,25,0.36,49.73511396,92.0,18184,18.3,47,6.0,5.6,6.0,0.7,513.26227,1396861.0,12.0,11.9,0.397,5.7,True
2005,53.6,29.0,57,0.55,60.21211141,83.0,33,18.0,101,78.0,6.34,77.0,1.9,487.942556,12798763.0,9.9,9.7,0.338,5.8,True
2003,71.7,189.0,15,6.14,282.8364612,96.0,4519,2.9,18,98.0,3.58,98.0,0.6,2358.93629,64554952.0,9.1,9.3,0.666,11.8,True
2005,72.8,189.0,0,15.52,153.5045263,95.0,2,55.5,0,96.0,5.2,96.0,0.1,1338.31322,1354775.0,2.1,2.2,0.812,15.9,True
2004,54.9,355.0,15,1.01,3.989928468,92.0,61,18.4,22,71.0,5.6,71.0,5.1,349.9937253,5534598.0,8.6,8.5,0.432,10.0,True
2010,74.8,12.0,3,1.28,64.85616718,98.0,1,56.5,3,98.0,6.54,98.0,0.1,414.15177,1639931.0,6.3,6.3,0.71,14.4,True
2004,72.0,142.0,23,0.56,100.3638322,95.0,6399,48.2,27,97.0,5.22,97.0,0.1,1948.812275,3179285.0,6.5,6.4,0.561,9.6,True
2008,72.7,157.0,3,6.14,34.73924576,87.0,0,44.9,4,85.0,7.6,89.0,0.1,359.992184,647117.0,2.1,2.1,0.654,11.9,True
2000,51.3,346.0,226,1.98,0.0,92.0,8282,14.9,332,42.0,1.45,4.0,2.5,1764.97387,1391756.5,12.4,12.3,0.677,12.3,True
2012,75.1,15.0,0,1.23,0.0,98.0,7,58.5,0,97.0,6.76,95.0,0.1,1764.97387,1391756.5,2.2,2.2,0.739,12.9,True
2004,73.0,187.0,0,8.43,100.965873,83.0,0,39.9,0,84.0,5.24,83.0,0.1,5836.17763,1391756.5,4.0,4.0,0.0,14.8,True
2012,72.1,174.0,6,5.93,857.1307037,74.0,0,55.8,7,85.0,4.26,85.0,0.4,5968.876767,115495.0,3.3,3.2,0.706,13.1,True
2008,64.5,235.0,6,2.4,34.23979419,96.0,0,42.7,8,96.0,1.93,96.0,0.1,394.467675,4935762.0,3.2,3.3,0.0,10.5,True
2012,73.0,176.0,0,15.14,1807.071336,93.0,0,6.9,0,93.0,6.67,93.0,0.1,14341.836,2987773.0,2.7,2.7,0.83,16.5,False
2015,76.0,139.0,6,3.77,0.0,96.0,0,32.9,7,99.0,5.75,96.0,0.1,1764.97387,1391756.5,4.9,4.9,0.677,12.3,True
2015,65.7,194.0,8,3.77,0.0,89.0,56,21.7,11,89.0,5.75,89.0,0.2,1764.97387,1391756.5,8.8,8.9,0.582,10.8,True
2009,81.7,66.0,1,10.62,7172.275229,94.0,104,63.4,1,92.0,9.5,92.0,0.1,42742.99898,216917.0,0.7,0.6,0.925,19.1,False
2010,74.9,94.0,1,1.58,805.3956346,81.0,12,63.5,1,75.0,7.19,81.0,0.1,8763.826274,4337141.0,4.7,4.7,0.752,13.3,True
2013,71.4,189.0,11,1.93,582.1469583,85.0,0,49.3,13,84.0,6.3,85.0,0.4,3452.828934,15596214.0,1.2,1.2,0.611,10.7,True
2005,54.7,327.0,32,0.21,1.099665984,92.0,99,18.5,51,59.0,2.82,59.0,2.7,33.424498,9679745.0,9.3,9.3,0.346,6.6,True
2015,74.6,153.0,0,3.77,0.0,94.0,0,61.2,0,95.0,5.75,95.0,0.1,13666.58336,1977527.0,2.2,2.1,0.828,16.0,False
2012,69.8,149.0,7,3.61,0.0,96.0,0,31.3,9,99.0,5.75,96.0,0.1,1764.97387,1391756.5,5.1,5.1,0.677,12.3,True
2003,53.3,338.0,34,0.18,2.39524067,92.0,2497,17.7,55,61.0,3.45,57.0,2.9,37.1931781,939848.0,9.7,9.7,0.338,5.9,True
2013,62.7,256.0,1,0.53,229.4410095,82.0,28,33.8,2,82.0,9.14,82.0,2.1,1622.637974,896688.0,5.6,5.4,0.464,6.3,True
2015,72.0,198.0,4,3.77,0.0,98.0,526,53.1,5,98.0,5.75,98.0,0.1,159.9817,17544126.0,2.4,2.5,0.793,15.0,True
2004,80.0,77.0,2,7.8,5513.329924,14.0,7,6.6,2,91.0,9.56,91.0,0.1,31979.87195,31995.0,0.5,0.4,0.881,15.8,True
2015,68.5,211.0,52,3.77,0.0,6.0,619,25.4,66,79.0,5.75,6.0,0.1,2878.33837,11716359.0,1.0,9.7,0.679,11.7,True
2000,57.4,41.0,3,5.73,35.80978512,92.0,469,24.5,4,8.0,6.11,79.0,22.8,257.99557,1899257.0,15.7,15.9,0.559,11.5,True
2002,52.8,35.0,5,2.47,24.65761755,92.0,298,18.5,8,61.0,5.84,57.0,4.1,321.481324,1293523.0,9.8,9.7,0.0,7.1,True
2005,51.6,334.0,50,0.01,0.0,92.0,0,19.8,82,35.0,5.75,35.0,0.9,1764.97387,1391756.5,7.5,7.3,0.677,12.3,True
2002,72.0,174.0,0,11.85,0.0,14.0,0,37.9,0,9.0,6.33,74.0,0.1,1764.97387,1391756.5,4.4,4.5,0.681,12.5,True
2013,66.0,163.0,365,0.04,60.18648815,72.0,8749,23.9,450,72.0,2.7,72.0,0.1,1272.44161,181712595.0,19.6,2.0,0.538,7.7,True
2004,83.0,7.0,0,6.6,5793.363644,92.0,5,54.9,0,99.0,9.9,99.0,0.1,42442.2245,8993531.0,1.3,1.3,0.888,16.0,False
2008,56.3,41.0,84,9.79,72.85023656,71.0,1319,15.6,130,69.0,9.1,71.0,8.2,449.6928183,31663896.0,6.2,6.2,0.453,10.6,True
2014,63.2,23.0,1,0.01,73.86584922,88.0,0,23.7,2,87.0,6.75,87.0,0.8,852.954379,759385.0,6.8,6.6,0.497,11.1,True
